CustomerID;Age;Gender;Location;ProductType;PurchaseCount;TotalSpend;AveragePurchaseValue;EngagementScore;FollowDuration;PreferredChannel;CustomerCost;CustomerProfitabilityScore;ROAS;ROI;RFMScore;AverageRFM;Persona;OperatingExpenses;AdditionalCosts;GrossProfit;GrossProfitMargin;OperatingProfit;OperatingProfitMargin;NetProfit;NetProfitMargin;CLTV;LastPurchaseDate;SubscriptionStartDate;SubscriptionEndDate;IsActive;MarketingSpend;ProductCost;SalesRevenue;CustomerAcquisitionDate;CustomerExitDate;CustomerRetentionPeriod;CPA;NumberOfTransactions;CompletionRate
767;48;Other;Asia;Earrings;3;1451;4.836.666.667;7.748.739.382;15;Facebook;825.5;625.5;14.51;0.757722592;324;3;Engaged;290.2;145.1;725.5;50;435.3;30;290.2;20;4353;12-10-2023;24-04-2022;;TRUE;117.648.375;725.5;1451;25-07-2020;;3.913.333.333;117.648.375;3;0.6
768;25;Male;Europe;Earrings;6;1854;309;9.217.373.202;23;Facebook;1027;827;18.54;0.805258033;135;3;Engaged;370.8;185.4;927;50;556.2;30;370.8;20;5562;10-09-2022;09-09-2022;;TRUE;1.094.241.827;927;1854;20-12-2020;;2.096.666.667;1.094.241.827;6;0.6
769;56;Female;Europe;Necklace;5;208;41.6;6.149.106.673;16;LinkedIn;204;4;2.08;0.019607843;331;2.333.333.333;Engaged;41.6;20.8;104;50;62.4;30;41.6;20;624;15-12-2022;26-04-2022;;TRUE;110.315.012;104;208;05-07-2020;;2.976.666.667;110.315.012;5;0.6
770;43;Other;Asia;Bracelet;2;1402;701;2.627.066.355;5;Facebook;801;601;14.02;0.75031211;514;3.333.333.333;Engaged;280.4;140.2;701;50;420.6;30;280.4;20;4206;12-02-2024;13-08-2022;;TRUE;118.253.246;701;1402;15-08-2021;;3.036.666.667;118.253.246;2;0.6
771;51;Other;North America;Necklace;7;1809;2.584.285.714;3.419.178.535;21;LinkedIn;1004.5;804.5;18.09;0.800895968;145;3.333.333.333;Engaged;361.8;180.9;904.5;50;542.7;30;361.8;20;5427;21-06-2023;02-07-2022;;TRUE;1.075.359.173;904.5;1809;31-12-2021;;17.9;1.075.359.173;7;0.6
772;20;Other;Europe;Necklace;4;427;106.75;2.787.801.192;15;LinkedIn;313.5;113.5;4.27;0.362041467;321;2;Engaged;85.4;42.7;213.5;50;128.1;30;85.4;20;1281;05-08-2022;18-04-2022;;TRUE;9.290.623.693;213.5;427;19-09-2020;;2.283.333.333;9.290.623.693;4;0.6
773;29;Other;Europe;Ring;1;1899;1899;3.221.713.248;17;Facebook;1049.5;849.5;18.99;0.809433063;215;2.666.666.667;Engaged;379.8;189.9;949.5;50;569.7;30;379.8;20;5697;09-02-2023;22-09-2022;;TRUE;7.759.226.944;949.5;1899;06-06-2022;;8.266.666.667;7.759.226.944;1;0.6
774;18;Female;Asia;Ring;4;414;103.5;3.757.739.044;18;LinkedIn;307;107;4.14;0.348534202;221;1.666.666.667;Standard;82.8;41.4;207;50;124.2;30;82.8;20;1242;02-01-2023;02-10-2022;28-11-2023;FALSE;1.268.581.331;207;414;01-02-2021;28-11-2023;2.333.333.333;1.268.581.331;4;0.6
775;61;Other;North America;Necklace;6;1597;2.661.666.667;5.996.204.081;5;Facebook;898.5;698.5;15.97;0.777406789;534;4;Premium;319.4;159.7;798.5;50;479.1;30;319.4;20;4791;02-06-2022;11-06-2022;03-10-2023;FALSE;72.627.243;798.5;1597;26-03-2021;03-10-2023;1.443.333.333;72.627.243;6;0.6
776;22;Female;Europe;Bracelet;7;1234;1.762.857.143;6.291.924.665;13;LinkedIn;717;517;12.34;0.721059972;343;3.333.333.333;Engaged;246.8;123.4;617;50;370.2;30;246.8;20;3702;01-12-2022;04-08-2022;;TRUE;1.192.354.306;617;1234;06-01-2021;;2.313.333.333;1.192.354.306;7;0.6
777;47;Female;Asia;Ring;7;798;114;4.838.497.725;19;Instagram;499;299;7.98;0.599198397;242;2.666.666.667;Engaged;159.6;79.8;399;50;239.4;30;159.6;20;2394;03-05-2023;17-08-2022;;TRUE;7.333.328.226;399;798;17-11-2020;;29.9;7.333.328.226;7;0.6
778;47;Female;Europe;Necklace;7;880;1.257.142.857;6.538.787.018;13;LinkedIn;540;340;8.8;0.62962963;342;3;Engaged;176;88;440;50;264;30;176;20;2640;15-05-2023;06-07-2022;;TRUE;112.533.017;440;880;20-12-2021;;1.703.333.333;112.533.017;7;0.6
779;34;Female;Middle East;Necklace;3;1352;4.506.666.667;1.734.174.331;18;LinkedIn;776;576;13.52;0.742268041;224;2.666.666.667;Engaged;270.4;135.2;676;50;405.6;30;270.4;20;4056;24-12-2023;20-06-2022;;TRUE;1.247.078.267;676;1352;10-07-2020;;4.206.666.667;1.247.078.267;3;0.6
780;64;Male;Asia;Necklace;6;1620;270;1.790.094.134;14;Facebook;910;710;16.2;0.78021978;335;3.666.666.667;Engaged;324;162;810;50;486;30;324;20;4860;06-02-2023;26-08-2022;;TRUE;7.187.138.889;810;1620;03-10-2020;;2.853.333.333;7.187.138.889;6;0.6
781;40;Male;North America;Necklace;8;255;31.875;2.546.465.143;4;LinkedIn;227.5;27.5;2.55;0.120879121;541;3.333.333.333;Engaged;51;25.5;127.5;50;76.5;30;51;20;765;02-11-2022;12-06-2022;;TRUE;5.599.433.009;127.5;255;08-10-2020;;2.516.666.667;5.599.433.009;8;0.6
782;32;Other;North America;Necklace;4;1596;399;5.662.697.482;4;Instagram;898;698;15.96;0.777282851;524;3.666.666.667;Engaged;319.2;159.6;798;50;478.8;30;319.2;20;4788;24-11-2022;20-06-2022;;TRUE;630.973.743;798;1596;23-12-2020;;2.336.666.667;630.973.743;4;0.6
783;54;Male;North America;Necklace;8;1824;228;2.925.952.108;20;Instagram;1012;812;18.24;0.802371542;245;3.666.666.667;Engaged;364.8;182.4;912;50;547.2;30;364.8;20;5472;08-11-2023;30-04-2022;;TRUE;1.105.996.967;912;1824;22-05-2021;;30;1.105.996.967;8;0.6
784;38;Male;North America;Ring;2;1395;697.5;3.549.559.631;20;LinkedIn;797.5;597.5;13.95;0.749216301;214;2.333.333.333;Engaged;279;139.5;697.5;50;418.5;30;279;20;4185;23-06-2022;27-04-2022;;TRUE;1.349.446.406;697.5;1395;25-02-2022;;3.933.333.333;1.349.446.406;2;0.6
785;31;Other;Europe;Bracelet;9;986;1.095.555.556;4.602.815.526;19;LinkedIn;593;393;9.86;0.662731872;253;3.333.333.333;Engaged;197.2;98.6;493;50;295.8;30;197.2;20;2958;18-06-2023;12-06-2022;;TRUE;5.449.968.212;493;986;31-07-2021;;22.9;5.449.968.212;9;0.6
786;19;Other;Europe;Necklace;9;1125;125;8.306.795.116;13;Instagram;662.5;462.5;11.25;0.698113208;353;3.666.666.667;Engaged;225;112.5;562.5;50;337.5;30;225;20;3375;21-07-2022;30-06-2022;;TRUE;1.234.151.259;562.5;1125;15-10-2020;;2.146.666.667;1.234.151.259;9;0.6
787;28;Other;North America;Earrings;8;857;107.125;1.124.759.223;12;Facebook;528.5;328.5;8.57;0.621570482;342;3;Engaged;171.4;85.7;428.5;50;257.1;30;171.4;20;2571;05-06-2023;28-07-2022;;TRUE;841.318.646;428.5;857;17-05-2022;;12.8;841.318.646;8;0.6
788;56;Male;North America;Ring;1;821;821;6.844.409.382;7;Instagram;510.5;310.5;8.21;0.608227228;412;2.333.333.333;Engaged;164.2;82.1;410.5;50;246.3;30;164.2;20;2463;13-03-2024;13-07-2022;;TRUE;9.785.283.699;410.5;821;05-10-2020;;4.183.333.333;9.785.283.699;1;0.6
789;55;Male;North America;Ring;2;1634;817;7.019.888.779;12;Instagram;917;717;16.34;0.781897492;315;3;Engaged;326.8;163.4;817;50;490.2;30;326.8;20;4902;09-02-2023;22-09-2022;;TRUE;142.885.955;817;1634;23-08-2022;;5.666.666.667;142.885.955;2;0.6
790;51;Other;Europe;Necklace;6;1012;1.686.666.667;8.187.902.023;21;LinkedIn;606;406;10.12;0.669966997;133;2.333.333.333;Engaged;202.4;101.2;506;50;303.6;30;202.4;20;3036;16-07-2022;11-05-2022;;TRUE;8.319.715.047;506;1012;16-09-2020;;2.226.666.667;8.319.715.047;6;0.6
791;55;Female;North America;Ring;5;1409;281.8;9.394.776.452;4;LinkedIn;804.5;604.5;14.09;0.751398384;534;4;Premium;281.8;140.9;704.5;50;422.7;30;281.8;20;4227;10-03-2023;20-04-2022;12-12-2022;FALSE;9.653.369.339;704.5;1409;25-06-2021;12-12-2022;2.076.666.667;9.653.369.339;5;0.6
792;51;Other;North America;Necklace;9;970;1.077.777.778;1.181.240.641;2;Instagram;585;385;9.7;0.658119658;553;4.333.333.333;Premium;194;97;485;50;291;30;194;20;2910;18-06-2023;24-05-2022;;TRUE;5.136.824.148;485;970;27-10-2021;;1.996.666.667;5.136.824.148;9;0.6
793;35;Female;Middle East;Bracelet;5;112;22.4;238.405.335;2;Facebook;156;-44;1.12;-0.282051282;531;3;Engaged;22.4;11.2;56;50;33.6;30;22.4;20;336;30-06-2023;12-05-2022;;TRUE;58.159.872;56;112;11-11-2020;;3.203.333.333;58.159.872;5;0.6
794;47;Female;Middle East;Bracelet;2;707;353.5;8.975.541.647;5;Instagram;453.5;253.5;7.07;0.558985667;512;2.666.666.667;Engaged;141.4;70.7;353.5;50;212.1;30;141.4;20;2121;11-02-2023;20-07-2022;;TRUE;7.585.915.911;353.5;707;10-03-2022;;1.126.666.667;7.585.915.911;2;0.6
795;32;Other;North America;Ring;4;597;149.25;512.666.706;23;Instagram;398.5;198.5;5.97;0.498117942;122;1.666.666.667;Standard;119.4;59.7;298.5;50;179.1;30;119.4;20;1791;14-12-2022;25-09-2022;07-08-2023;FALSE;5.278.522.408;298.5;597;17-08-2022;07-08-2023;3.966.666.667;5.278.522.408;4;0.6
796;44;Other;Asia;Ring;9;1856;2.062.222.222;608.131.575;10;Facebook;1028;828;18.56;0.805447471;455;4.666.666.667;Premium;371.2;185.6;928;50;556.8;30;371.2;20;5568;22-09-2022;23-08-2022;;TRUE;1.131.375.326;928;1856;19-12-2020;;21.4;1.131.375.326;9;0.6
797;51;Other;North America;Earrings;1;337;337;6.967.244.834;10;Instagram;268.5;68.5;3.37;0.255121043;411;2;Engaged;67.4;33.7;168.5;50;101.1;30;67.4;20;1011;03-08-2023;20-04-2022;;TRUE;9.263.983.568;168.5;337;22-12-2021;;1.963.333.333;9.263.983.568;1;0.6
798;55;Male;Middle East;Ring;1;1217;1217;711.159.944;9;Instagram;708.5;508.5;12.17;0.717713479;413;2.666.666.667;Engaged;243.4;121.7;608.5;50;365.1;30;243.4;20;3651;10-03-2023;05-10-2022;23-07-2023;FALSE;1.048.145.203;608.5;1217;23-01-2022;23-07-2023;13.7;1.048.145.203;1;0.6
799;50;Female;Asia;Earrings;7;1461;2.087.142.857;938.566.363;13;LinkedIn;830.5;630.5;14.61;0.759181216;344;3.666.666.667;Engaged;292.2;146.1;730.5;50;438.3;30;292.2;20;4383;03-10-2023;06-07-2022;;TRUE;6.746.471.859;730.5;1461;06-08-2020;;3.843.333.333;6.746.471.859;7;0.6
800;41;Male;Asia;Bracelet;3;880;2.933.333.333;9.972.544.757;7;Facebook;540;340;8.8;0.62962963;422;2.666.666.667;Engaged;176;88;440;50;264;30;176;20;2640;24-07-2022;20-05-2022;;TRUE;7.959.320.294;440;880;16-12-2021;;7.333.333.333;7.959.320.294;3;0.6
801;32;Male;North America;Bracelet;2;1294;647;7.481.417.148;5;LinkedIn;747;547;12.94;0.732262383;514;3.333.333.333;Engaged;258.8;129.4;647;50;388.2;30;258.8;20;3882;24-10-2023;01-09-2022;;TRUE;1.163.824.475;647;1294;06-01-2022;;2.186.666.667;1.163.824.475;2;0.6
802;47;Other;Middle East;Necklace;9;705;7.833.333.333;3.584.990.883;10;LinkedIn;452.5;252.5;7.05;0.55801105;452;3.666.666.667;Engaged;141;70.5;352.5;50;211.5;30;141;20;2115;29-06-2022;24-06-2022;;TRUE;1.465.302.724;352.5;705;18-02-2022;;4.366.666.667;1.465.302.724;9;0.6
803;59;Male;Middle East;Bracelet;3;760;2.533.333.333;8.917.771.621;10;Facebook;480;280;7.6;0.583333333;422;2.666.666.667;Engaged;152;76;380;50;228;30;152;20;2280;20-08-2022;08-08-2022;;TRUE;5.504.167.736;380;760;27-04-2022;;3.833.333.333;5.504.167.736;3;0.6
804;34;Other;Asia;Earrings;2;1747;873.5;1.442.988.231;6;Facebook;973.5;773.5;17.47;0.794555727;515;3.666.666.667;Engaged;349.4;174.7;873.5;50;524.1;30;349.4;20;5241;25-08-2022;25-05-2022;;TRUE;1.390.384.321;873.5;1747;07-08-2020;;2.493.333.333;1.390.384.321;2;0.6
805;22;Female;North America;Ring;8;1690;211.25;3.079.727.676;19;Instagram;945;745;16.9;0.788359788;245;3.666.666.667;Engaged;338;169;845;50;507;30;338;20;5070;10-10-2022;16-09-2022;22-05-2023;FALSE;1.076.881.201;845;1690;08-02-2022;22-05-2023;8.133.333.333;1.076.881.201;8;0.6
806;46;Other;Europe;Necklace;6;948;158;9.076.471.457;21;LinkedIn;574;374;9.48;0.651567944;133;2.333.333.333;Engaged;189.6;94.8;474;50;284.4;30;189.6;20;2844;15-05-2023;28-06-2022;;TRUE;1.063.919.567;474;948;17-07-2020;;34.4;1.063.919.567;6;0.6
807;21;Male;Europe;Earrings;6;1035;172.5;330.572.363;8;Facebook;617.5;417.5;10.35;0.67611336;433;3.333.333.333;Engaged;207;103.5;517.5;50;310.5;30;207;20;3105;05-03-2023;02-06-2022;;TRUE;1.000.278.535;517.5;1035;09-03-2022;;1.203.333.333;1.000.278.535;6;0.6
808;27;Male;Middle East;Ring;7;1590;2.271.428.571;2.985.859.537;1;LinkedIn;895;695;15.9;0.776536313;544;4.333.333.333;Premium;318;159;795;50;477;30;318;20;4770;30-08-2023;04-07-2022;;TRUE;5.693.940.859;795;1590;29-11-2020;;3.346.666.667;5.693.940.859;7;0.6
809;34;Other;Europe;Necklace;7;727;1.038.571.429;2.243.127.638;17;LinkedIn;463.5;263.5;7.27;0.568500539;242;2.666.666.667;Engaged;145.4;72.7;363.5;50;218.1;30;145.4;20;2181;17-06-2022;10-07-2022;28-04-2023;FALSE;5.898.768.517;363.5;727;10-05-2022;28-04-2023;1.266.666.667;5.898.768.517;7;0.6
810;27;Other;Middle East;Bracelet;6;242;4.033.333.333;8.732.005.819;7;Facebook;221;21;2.42;0.095022624;431;2.666.666.667;Engaged;48.4;24.2;121;50;72.6;30;48.4;20;726;07-10-2023;04-09-2022;;TRUE;1.100.912.006;121;242;25-02-2021;;31.8;1.100.912.006;6;0.6
811;34;Male;Middle East;Earrings;4;1324;331;5.500.524.333;14;Instagram;762;562;13.24;0.737532808;324;3;Engaged;264.8;132.4;662;50;397.2;30;264.8;20;3972;01-06-2022;17-09-2022;;TRUE;8.409.585.714;662;1324;22-01-2021;;16.5;8.409.585.714;4;0.6
812;37;Female;Middle East;Ring;9;1303;1.447.777.778;7.074.038.827;21;LinkedIn;751.5;551.5;13.03;0.733865602;154;3.333.333.333;Engaged;260.6;130.3;651.5;50;390.9;30;260.6;20;3909;03-07-2023;24-09-2022;;TRUE;1.417.268.067;651.5;1303;28-10-2020;;32.6;1.417.268.067;9;0.6
813;41;Female;Europe;Necklace;6;813;135.5;3.151.597.457;21;Facebook;506.5;306.5;8.13;0.605133268;132;2;Engaged;162.6;81.3;406.5;50;243.9;30;162.6;20;2439;31-10-2022;16-09-2022;;TRUE;9.065.905.374;406.5;813;07-11-2021;;1.193.333.333;9.065.905.374;6;0.6
814;22;Other;Middle East;Necklace;4;1487;371.75;7.822.363.789;17;Instagram;843.5;643.5;14.87;0.762892709;224;2.666.666.667;Engaged;297.4;148.7;743.5;50;446.1;30;297.4;20;4461;13-08-2022;15-07-2022;;TRUE;6.432.814.587;743.5;1487;07-02-2021;;18.4;6.432.814.587;4;0.6
815;51;Female;Asia;Bracelet;3;578;1.926.666.667;7.840.049.905;9;LinkedIn;389;189;5.78;0.485861183;422;2.666.666.667;Engaged;115.6;57.8;289;50;173.4;30;115.6;20;1734;22-05-2022;11-04-2022;;TRUE;1.214.718.834;289;578;07-09-2021;;8.566.666.667;1.214.718.834;3;0.6
816;23;Male;North America;Ring;4;664;166;3.813.382.224;17;Facebook;432;232;6.64;0.537037037;222;2;Engaged;132.8;66.4;332;50;199.2;30;132.8;20;1992;29-07-2022;12-05-2022;;TRUE;7.933.534.214;332;664;01-12-2020;;2.016.666.667;7.933.534.214;4;0.6
817;19;Other;North America;Bracelet;3;570;190;4.696.143.697;5;LinkedIn;385;185;5.7;0.480519481;522;3;Engaged;114;57;285;50;171;30;114;20;1710;01-02-2024;14-09-2022;;TRUE;1.025.470.307;285;570;31-05-2021;;3.253.333.333;1.025.470.307;3;0.6
818;30;Male;Middle East;Bracelet;2;483;241.5;2.887.212.497;20;Facebook;341.5;141.5;4.83;0.414348463;211;1.333.333.333;Standard;96.6;48.3;241.5;50;144.9;30;96.6;20;1449;09-10-2022;17-09-2022;;TRUE;1.197.832.786;241.5;483;11-04-2022;;6.033.333.333;1.197.832.786;2;0.6
819;60;Male;North America;Ring;5;1815;363;978.904.921;8;Facebook;1007.5;807.5;18.15;0.801488834;435;4;Premium;363;181.5;907.5;50;544.5;30;363;20;5445;13-07-2022;25-06-2022;;TRUE;1.400.264.111;907.5;1815;26-08-2020;;2.286.666.667;1.400.264.111;5;0.6
820;60;Female;Europe;Ring;2;1025;512.5;6.810.423.194;6;LinkedIn;612.5;412.5;10.25;0.673469388;513;3;Engaged;205;102.5;512.5;50;307.5;30;205;20;3075;18-04-2023;03-08-2022;;TRUE;1.292.191.195;512.5;1025;16-09-2021;;19.3;1.292.191.195;2;0.6
821;28;Other;Europe;Ring;6;516;86;9.410.894.926;11;LinkedIn;358;158;5.16;0.441340782;432;3;Engaged;103.2;51.6;258;50;154.8;30;103.2;20;1548;11-09-2023;10-09-2022;;TRUE;1.176.361.068;258;516;20-04-2022;;1.696.666.667;1.176.361.068;6;0.6
822;64;Other;North America;Earrings;3;1948;6.493.333.333;3.730.469.893;19;Facebook;1074;874;19.48;0.813780261;225;3;Engaged;389.6;194.8;974;50;584.4;30;389.6;20;5844;04-04-2023;06-09-2022;;TRUE;1.179.633.182;974;1948;21-01-2022;;14.6;1.179.633.182;3;0.6
823;40;Female;Europe;Ring;6;407;6.783.333.333;8.037.018.217;4;Instagram;303.5;103.5;4.07;0.341021417;531;3;Engaged;81.4;40.7;203.5;50;122.1;30;81.4;20;1221;05-03-2024;21-07-2022;;TRUE;1.445.924.644;203.5;407;09-06-2022;;2.116.666.667;1.445.924.644;6;0.6
824;33;Male;North America;Necklace;9;748;8.311.111.111;7.892.727.795;18;LinkedIn;474;274;7.48;0.578059072;252;3;Engaged;149.6;74.8;374;50;224.4;30;149.6;20;2244;15-01-2023;22-09-2022;;TRUE;7.958.240.975;374;748;26-11-2021;;1.383.333.333;7.958.240.975;9;0.6
825;48;Male;North America;Bracelet;1;1817;1817;7.224.900.867;1;Facebook;1008.5;808.5;18.17;0.801685672;515;3.666.666.667;Engaged;363.4;181.7;908.5;50;545.1;30;363.4;20;5451;21-10-2022;21-07-2022;;TRUE;5.011.120.942;908.5;1817;29-10-2020;;2.406.666.667;5.011.120.942;1;0.6
826;28;Male;North America;Earrings;6;1490;2.483.333.333;9.690.750.777;13;Facebook;845;645;14.9;0.763313609;334;3.333.333.333;Engaged;298;149;745;50;447;30;298;20;4470;21-10-2022;08-07-2022;02-02-2024;FALSE;7.719.545.594;745;1490;06-11-2021;02-02-2024;1.163.333.333;7.719.545.594;6;0.6
827;33;Male;Middle East;Ring;9;1124;1.248.888.889;4.541.998.025;14;Instagram;662;462;11.24;0.697885196;353;3.666.666.667;Engaged;224.8;112.4;562;50;337.2;30;224.8;20;3372;05-02-2024;30-09-2022;;TRUE;7.178.913.796;562;1124;14-06-2021;;32.2;7.178.913.796;9;0.6
828;25;Other;North America;Earrings;4;1167;291.75;2.176.455.912;24;Instagram;683.5;483.5;11.67;0.707388442;123;2;Engaged;233.4;116.7;583.5;50;350.1;30;233.4;20;3501;11-07-2022;09-08-2022;;TRUE;1.161.834.585;583.5;1167;14-02-2021;;1.706.666.667;1.161.834.585;4;0.6
829;21;Other;Middle East;Ring;2;838;419;7.045.379.733;1;Instagram;519;319;8.38;0.614643545;512;2.666.666.667;Engaged;167.6;83.8;419;50;251.4;30;167.6;20;2514;10-02-2024;30-08-2022;;TRUE;11.337.116;419;838;11-05-2021;;33.5;11.337.116;2;0.6
830;57;Female;North America;Earrings;4;1966;491.5;7.563.788.204;11;LinkedIn;1083;883;19.66;0.815327793;425;3.666.666.667;Engaged;393.2;196.6;983;50;589.8;30;393.2;20;5898;09-06-2022;24-07-2022;;TRUE;1.093.461.383;983;1966;12-04-2022;;1.933.333.333;1.093.461.383;4;0.6
831;21;Female;North America;Bracelet;1;1221;1221;6.175.545.161;17;Facebook;710.5;510.5;12.21;0.718508093;213;2;Engaged;244.2;122.1;610.5;50;366.3;30;244.2;20;3663;03-01-2024;06-08-2022;;TRUE;5.162.434.432;610.5;1221;17-01-2021;;3.603.333.333;5.162.434.432;1;0.6
832;42;Other;North America;Bracelet;3;1843;6.143.333.333;2.861.361.038;4;Facebook;1021.5;821.5;18.43;0.804209496;525;4;Premium;368.6;184.3;921.5;50;552.9;30;368.6;20;5529;30-05-2022;28-09-2022;;TRUE;1.228.778.054;921.5;1843;21-05-2022;;0.3;1.228.778.054;3;0.6
833;20;Other;Europe;Necklace;9;1388;1.542.222.222;5.540.103.475;12;Facebook;794;594;13.88;0.748110831;354;4;Premium;277.6;138.8;694;50;416.4;30;277.6;20;4164;17-05-2023;28-05-2022;;TRUE;8.235.304.125;694;1388;04-11-2021;;1.863.333.333;8.235.304.125;9;0.6
834;49;Male;Middle East;Necklace;5;1923;384.6;3.809.707.629;10;Instagram;1061.5;861.5;19.23;0.811587376;435;4;Premium;384.6;192.3;961.5;50;576.9;30;384.6;20;5769;14-04-2022;22-07-2022;;TRUE;1.165.055.989;961.5;1923;22-04-2021;;11.9;1.165.055.989;5;0.6
835;20;Male;Middle East;Ring;6;1906;3.176.666.667;4.847.198.754;6;Facebook;1053;853;19.06;0.810066477;535;4.333.333.333;Premium;381.2;190.6;953;50;571.8;30;381.2;20;5718;19-07-2023;09-06-2022;;TRUE;1.056.578.429;953;1906;14-01-2022;;1.836.666.667;1.056.578.429;6;0.6
836;44;Female;North America;Bracelet;3;239;7.966.666.667;6.806.967.183;1;LinkedIn;219.5;19.5;2.39;0.088838269;521;2.666.666.667;Engaged;47.8;23.9;119.5;50;71.7;30;47.8;20;717;04-12-2023;10-08-2022;;TRUE;8.427.309.254;119.5;239;27-01-2022;;2.253.333.333;8.427.309.254;3;0.6
837;46;Other;North America;Earrings;5;1604;320.8;7.706.932.684;7;Instagram;902;702;16.04;0.77827051;435;4;Premium;320.8;160.4;802;50;481.2;30;320.8;20;4812;20-02-2024;21-08-2022;;TRUE;6.345.762.671;802;1604;12-06-2022;;20.6;6.345.762.671;5;0.6
838;49;Female;Europe;Earrings;8;1360;170;3.090.022.218;21;Instagram;780;580;13.6;0.743589744;144;3;Engaged;272;136;680;50;408;30;272;20;4080;25-09-2023;18-04-2022;;TRUE;5.944.188.977;680;1360;15-01-2021;;3.276.666.667;5.944.188.977;8;0.6
839;36;Other;Europe;Earrings;6;1073;1.788.333.333;4.647.928.246;16;Instagram;636.5;436.5;10.73;0.685781618;333;3;Engaged;214.6;107.3;536.5;50;321.9;30;214.6;20;3219;19-05-2023;15-04-2022;;TRUE;1.331.518.333;536.5;1073;07-04-2021;;2.573.333.333;1.331.518.333;6;0.6
840;38;Male;Europe;Necklace;4;1116;279;3.422.454.139;24;Instagram;658;458;11.16;0.696048632;123;2;Engaged;223.2;111.6;558;50;334.8;30;223.2;20;3348;04-09-2023;21-06-2022;;TRUE;1.418.397.542;558;1116;25-03-2021;;2.976.666.667;1.418.397.542;4;0.6
841;22;Female;Middle East;Earrings;2;1052;526;2.787.684.525;14;LinkedIn;626;426;10.52;0.680511182;313;2.333.333.333;Engaged;210.4;105.2;526;50;315.6;30;210.4;20;3156;14-01-2024;21-07-2022;;TRUE;1.149.788.047;526;1052;21-06-2021;;3.123.333.333;1.149.788.047;2;0.6
842;35;Female;Middle East;Necklace;9;1003;1.114.444.444;805.048.498;23;Facebook;601.5;401.5;10.03;0.667497922;153;3;Engaged;200.6;100.3;501.5;50;300.9;30;200.6;20;3009;28-11-2022;16-09-2022;;TRUE;6.034.341.149;501.5;1003;20-04-2022;;7.4;6.034.341.149;9;0.6
843;45;Other;Middle East;Necklace;1;171;171;918.327.425;20;LinkedIn;185.5;-14.5;1.71;-0.078167116;211;1.333.333.333;Standard;34.2;17.1;85.5;50;51.3;30;34.2;20;513;15-09-2023;20-05-2022;28-05-2023;FALSE;9.020.272.169;85.5;171;20-08-2020;28-05-2023;3.736.666.667;9.020.272.169;1;0.6
844;59;Male;North America;Ring;1;1790;1790;4.332.089.671;20;Facebook;995;795;17.9;0.798994975;215;2.666.666.667;Engaged;358;179;895;50;537;30;358;20;5370;21-03-2023;01-08-2022;;TRUE;12.289.392;895;1790;14-09-2020;;30.6;12.289.392;1;0.6
845;39;Female;Middle East;Earrings;4;1313;328.25;7.761.510.319;6;LinkedIn;756.5;556.5;13.13;0.735624587;524;3.666.666.667;Engaged;262.6;131.3;656.5;50;393.9;30;262.6;20;3939;25-05-2022;17-04-2022;;TRUE;1.279.820.884;656.5;1313;02-08-2021;;9.866.666.667;1.279.820.884;4;0.6
846;38;Male;Asia;Earrings;7;1391;1.987.142.857;9.072.957.604;22;Instagram;795.5;595.5;13.91;0.748585795;144;3;Engaged;278.2;139.1;695.5;50;417.3;30;278.2;20;4173;07-10-2023;20-06-2022;;TRUE;6.182.186.223;695.5;1391;12-01-2022;;21.1;6.182.186.223;7;0.6
847;23;Female;Asia;Bracelet;1;1444;1444;8.615.117.895;5;Instagram;822;622;14.44;0.756690998;514;3.333.333.333;Engaged;288.8;144.4;722;50;433.2;30;288.8;20;4332;26-06-2022;04-10-2022;;TRUE;5.000.307.188;722;1444;18-09-2021;;9.366.666.667;5.000.307.188;1;0.6
848;18;Male;Europe;Ring;9;206;2.288.888.889;2.645.320.497;24;LinkedIn;203;3;2.06;0.014778325;151;2.333.333.333;Engaged;41.2;20.6;103;50;61.8;30;41.2;20;618;08-04-2024;10-07-2022;;TRUE;1.212.137.046;103;206;28-07-2021;;3.283.333.333;1.212.137.046;9;0.6
849;22;Other;Middle East;Bracelet;4;1355;338.75;9.606.626.934;21;LinkedIn;777.5;577.5;13.55;0.742765273;124;2.333.333.333;Engaged;271;135.5;677.5;50;406.5;30;271;20;4065;21-06-2022;10-06-2022;30-01-2023;FALSE;856.596.176;677.5;1355;01-08-2020;30-01-2023;2.296.666.667;856.596.176;4;0.6
850;58;Female;Asia;Ring;3;1165;3.883.333.333;4.390.087.964;18;Facebook;682.5;482.5;11.65;0.706959707;223;2.333.333.333;Engaged;233;116.5;582.5;50;349.5;30;233;20;3495;14-12-2022;02-07-2022;;TRUE;7.544.813.316;582.5;1165;01-07-2021;;17.7;7.544.813.316;3;0.6
851;29;Female;Europe;Earrings;1;1825;1825;4.053.165.951;15;LinkedIn;1012.5;812.5;18.25;0.802469136;315;3;Engaged;365;182.5;912.5;50;547.5;30;365;20;5475;26-05-2022;10-06-2022;;TRUE;5.128.974.698;912.5;1825;12-08-2021;;9.566.666.667;5.128.974.698;1;0.6
